,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1726663052,,,,,,,,,,,,,,,,0.3035171422581215,,,,,,,,
1726405277,,,,,,,,,,,,,,,0.40858453230018993,,,,,,,,,
1726746370,,,,,,,,,,,,,,,,,,,0.1656708887346581,,,,,
1726675891,,,,,,,,,,,,,,,,0.43179500988063235,,,,,,,,
1726319116,0.2832642268613388,,,,,,,,,,,,,,,,,,,,,,,
1727301677,,,,,,,,,,,0.46354132238233736,,,,,,,,,,,,,
1726990878,,,,0.2371986909621232,,,,,,,,,,,,,,,,,,,,
1727400375,,,,,,,0.39580075065593673,,,,,,,,,,,,,,,,,
1726544474,,,,,,,,0.3883881068388377,,,,,,,,,,,,,,,,
1725769818,,,,,,,,,,,,,,,,,0.30641809682377047,,,,,,,
1727446332,,0.669797593010301,,,,,,,,,,,,,,,,,,,,,,
1725405411,,,,,,,,0.7965393227789529,,,,,,,,,,,,,,,,
1727412375,,,,,,,,,,,,,0.3221740377824859,,,,,,,,,,,
1726220298,,,,,,,,,,,,,,,,,,,,,,,,0.47628340590846996
1725312254,,,,,,,,,,,,,,,,,,,,,0.3047671587866869,,,
1726163000,,,,,,,,,,0.5323561957965309,,,,,,,,,,,,,,
1727507241,,,,,,,,,,,,,,,,,,,,,,,0.14681869497917885,
